title,author,instruments,genre,link
"Eduardo e Cristina, ouverture",by G. Rossini (1792-1868),"for Orchestra: Flute, Oboe, Clarinet, Bassoon, Horn, Trumpet, Trombon, Timpani, Drum, Violin, Alto, Cello, DoubleBass",Romantic,http://www.mutopiaproject.org/ftp/RossiniG/Eduardo_e_Cristina/Eduardo_e_Cristina.mid
SandmÃ¤nnchen,by E. Rudorff (1840-1916),for Choir (TTBB),Romantic,http://www.mutopiaproject.org/ftp/RudorffE/SandmannM/SandmannM.mid
Romance,by C. Saint-SaÃ«ns (1835-1921),for Horn and Piano,Romantic,http://www.mutopiaproject.org/ftp/Saint-SaensC/O36/SaintSaensRomance/SaintSaensRomance.mid
Morceau de Concert pour cor,by C. Saint-SaÃ«ns (1835-1921),for Horn,Romantic,http://www.mutopiaproject.org/ftp/Saint-SaensC/O94/morceau-de-concert/morceau-de-concert.mid
Der grimmig Tod,by G. Schreck (1849-1918),for Choir (SATB),Romantic,http://www.mutopiaproject.org/ftp/SchreckG/DergrimmigTod/DergrimmigTod.mid
"Vom Himmel hoch, da komm ich her",by G. Schreck (1849-1918),for Choir (SATB),Romantic,http://www.mutopiaproject.org/ftp/SchreckG/VomHimmelhoch/VomHimmelhoch.mid
Wer nur den lieben Gott lÃ¤Ãt walten,by G. Schreck (1849-1918),for Voice (SATB),Romantic,http://www.mutopiaproject.org/ftp/SchreckG/WernurdenliebenGott2/WernurdenliebenGott2.mid
Trost in ThrÃ¤nen,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D120/SchubertF-D120-TrostInThraenen/SchubertF-D120-TrostInThraenen.mid
NÃ¤he des Geliebten,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D162/SchubertF-D162_NaeheDesGeliebten/SchubertF-D162_NaeheDesGeliebten.mid
SÃ¤ngers Morgenlied,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D163/SchubertF-D163-D165_SaengersMorgenlied/SchubertF-D163-D165_SaengersMorgenlied.mid
Die Liebe,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D210/SchubertF-D210-DieLiebe/SchubertF-D210-DieLiebe.mid
HeidenrÃ¶slein,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D257/SchubertF-D257-Heidenroeslein/SchubertF-D257-Heidenroeslein.mid
An den Mond,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D259/SchubertF-D259-AnDenMond/SchubertF-D259-AnDenMond.mid
An den Mond,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D296/SchubertF-D296-AnDenMond/SchubertF-D296-AnDenMond.mid
ErlkÃ¶nig,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D328/Erlkoenig/Erlkoenig.mid
ErlkÃ¶nig (alternative typesetting),by F. Schubert (1797-1828),"for Voice, Piano",Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D328/Erlkoenig_alt/Erlkoenig_alt.mid
Der Wanderer,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D493/SchubertF-D493_DerWanderer/SchubertF-D493_DerWanderer.mid
Wiegenlied,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D498/schubert_wiegen_lied/schubert_wiegen_lied.mid
Der Tod und das MÃ¤dchen,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D531/SchubertF-D531_DerTodUndDasMaedchen/SchubertF-D531_DerTodUndDasMaedchen.mid
An die Musik,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D547/AnDieMusik/AnDieMusik.mid
FrÃ¼hlingsglaube,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D686B/SchubertF-D686B-Fruehlingsglaube/SchubertF-D686B-Fruehlingsglaube.mid
Die VÃ¶gel,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D691/SchubertF-D691_DieVoegel/SchubertF-D691_DieVoegel.mid
Streichquartett No. 12 âQuartettsatzâ in c-moll,by F. Schubert (1797-1828),for String Quartet,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D703/SchubertF-D703-Quartettsatz/SchubertF-D703-Quartettsatz.mid
Psalm 23,by F. Schubert (1797-1828),"for Choir SSAA, Piano",Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D706/SchubertF-D706-Psalm23/SchubertF-D706-Psalm23.mid
Suleika 2,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D717/SchubertF-D717-Suleika-2/SchubertF-D717-Suleika-2.mid
Suleika 1,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D720/SchubertF-D720-Suleika-1/SchubertF-D720-Suleika-1.mid
Trois Marches militaires,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D733/SchubertF-D733-1-TroisMarches/SchubertF-D733-1-TroisMarches.mid
Trois Marches militaires,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D733/SchubertF-D733-2-TroisMarches/SchubertF-D733-2-TroisMarches.mid
Trois Marches militaires,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D733/SchubertF-D733-3-TroisMarches/SchubertF-D733-3-TroisMarches.mid
Selige Welt,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D743/SchubertF-D743-SeligeWelt/SchubertF-D743-SeligeWelt.mid
Schwanengesang,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D744/SchubertF-D744-Schwanengesang/SchubertF-D744-Schwanengesang.mid
Die Liebe hat gelogen,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D751/SchubertF-D751-DieLiebeHatGelogen/SchubertF-D751-DieLiebeHatGelogen.mid
Der Musensohn,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D764/SchubertF-D764-DerMusensohn/SchubertF-D764-DerMusensohn.mid
Auf dem Wasser zu singen,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D774/SchubertF-D774_AufDemWasserZuSingen/SchubertF-D774_AufDemWasserZuSingen.mid
Du bist die Ruh,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D776/SchubertF-D776_DuBistDieRuh/SchubertF-D776_DuBistDieRuh.mid
Lachen und Weinen,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D777/SchubertF-D777-LachenUndWeinen/SchubertF-D777-LachenUndWeinen.mid
Moments Musicaux No. 3 in F Minor,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D780/MomentsNo3/MomentsNo3.mid
Ungarische Melodie,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D817/Ungarische/Ungarische.mid
Nacht und TrÃ¤ume,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D827/SchubertF-D827_NachtUndTraeume/SchubertF-D827_NachtUndTraeume.mid
Die junge Nonne,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D828/SchubertF-D828_DieJungeNonne/SchubertF-D828_DieJungeNonne.mid
Ave Maria (Ellens dritter Gesang),by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D839/SchubertF-D839_AveMaria/SchubertF-D839_AveMaria.mid
Fischerweise,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D881B/SchubertF-D881B-Fischerweise/SchubertF-D881B-Fischerweise.mid
Im FrÃ¼hling,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D882/SchubertF-D882_ImFruehling/SchubertF-D882_ImFruehling.mid
Impromptu in c-moll,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-1-Impromptu/SchubertF-D899-1-Impromptu.mid
Impromptu in Es-dur,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-2-Impromptu/SchubertF-D899-2-Impromptu.mid
Impromptu in Ges-dur,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-3-Impromptu/SchubertF-D899-3-Impromptu.mid
Impromptu in As-dur,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-4-Impromptu/SchubertF-D899-4-Impromptu.mid
Einsamkeit,by F. Schubert (1797-1828),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D911/einsamkeit/einsamkeit.mid
Impromptu in f-moll,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D935/SchubertF-D935-1-Impromptu/SchubertF-D935-1-Impromptu.mid
Impromptu in As-dur,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D935/SchubertF-D935-2-Impromptu/SchubertF-D935-2-Impromptu.mid
Impromptu in B-dur,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D935/SchubertF-D935-3-Impromptu/SchubertF-D935-3-Impromptu.mid
Impromptu in f-moll,by F. Schubert (1797-1828),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D935/SchubertF-D935-4-Impromptu/SchubertF-D935-4-Impromptu.mid
Auf dem Strom,by F. Schubert (1797-1828),"for Voice, Horn and Piano",Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D943/SchubertAufDemStrom/SchubertAufDemStrom.mid
Tantum ergo,by F. Schubert (1797-1828),"for Voice (Choir SATB), Orchestra",Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D962/SchubertF-D962-TantumErgo/SchubertF-D962-TantumErgo.mid
Der Hirt auf dem Felsen,by F. Schubert (1797-1828),"for Voice, Clarinet and Piano",Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D965/SchubertF-D965-DerHirtAufDemFelsen/SchubertF-D965-DerHirtAufDemFelsen.mid
Liebe,by F. Schubert (1797-1828),for Voice,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D983/SchubertF-D983A_Liebe/SchubertF-D983A_Liebe.mid
Zum Rundetanz,by F. Schubert (1797-1828),for Voice,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D983/SchubertF-D983B_ZumRundetanz/SchubertF-D983B_ZumRundetanz.mid
Die Nacht,by F. Schubert (1797-1828),for Voice,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D983/SchubertF-D983C_DieNacht/SchubertF-D983C_DieNacht.mid
JÃ¼nglingswonne,by F. Schubert (1797-1828),for Voice,Romantic,http://www.mutopiaproject.org/ftp/SchubertF/D983/SchubertF-D983_Juenglingswonne/SchubertF-D983_Juenglingswonne.mid
Kinderscenen - Von fremden LÃ¤ndern und Menschen,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No01/SchumannOp15No01.mid
Kinderscenen - Curiose Geschichte,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No02/SchumannOp15No02.mid
Kinderscenen - Hasche-Mann,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No03/SchumannOp15No03.mid
Kinderscenen - Bittendes Kind,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No04/SchumannOp15No04.mid
Kinderscenen - GlÃ¼ckes genug,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No05/SchumannOp15No05.mid
Kinderscenen - Wichtige Begebenheit,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No06/SchumannOp15No06.mid
Kinderscenen - TraÃ¼merei,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No07/SchumannOp15No07.mid
Widmung (low voice),by R. Schumann (1810-1856),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O25/schumann-widmung-low/schumann-widmung-low.mid
Widmung,by R. Schumann (1810-1856),for Voice and Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O25/schumann-widmung/schumann-widmung.mid
Romanzen,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O28/romanze-op28-2/romanze-op28-2.mid
Ich grolle nicht,by R. Schumann (1810-1856),"for Voice, Piano",Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O48/Ich_grolle_nicht/Ich_grolle_nicht.mid
Album pour la jeunesse - 1.MÃ©lodie,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-01-melodie/schumann-op68-01-melodie.mid
Album pour la jeunesse - 2.Marche militaire,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-02-marche-militaire/schumann-op68-02-marche-militaire.mid
Album pour la jeunesse - 3.Chanson fredonnÃ©e,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-03-chanson-fredonnee/schumann-op68-03-chanson-fredonnee.mid
Album pour la jeunesse - 4.Un choral,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-04-choral/schumann-op68-04-choral.mid
Album pour la jeunesse - 5.Petite piÃ¨ce,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-05-petite-piece/schumann-op68-05-petite-piece.mid
Album pour la jeunesse - 6.Pauvre orpheline,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-06-pauvre-orpheline/schumann-op68-06-pauvre-orpheline.mid
Album pour la jeunesse - 7.Chanson du chasseur,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-07-chanson-du-chasseur/schumann-op68-07-chanson-du-chasseur.mid
Album pour la jeunesse - 8.Le cavalier sauvage,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-08-cavalier-sauvage/schumann-op68-08-cavalier-sauvage.mid
Album pour la jeunesse - 9.Chanson populaire,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-09-chanson-populaire/schumann-op68-09-chanson-populaire.mid
Album pour la jeunesse - 10.Le gai laboureur,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-10-gai-laboureur/schumann-op68-10-gai-laboureur.mid
Album pour la jeunesse - 11.Sicilienne,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-11-sicilienne/schumann-op68-11-sicilienne.mid
Album pour la jeunesse - 12.Le PÃ¨re Fouettard,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-12-Pere-Fouettard/schumann-op68-12-Pere-Fouettard.mid
"Album pour la jeunesse - 13.Mai, cher Mai, ...",by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-13-Mai-cher-Mai/schumann-op68-13-Mai-cher-Mai.mid
Album pour la jeunesse - 14.Petite Etude,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-14-petite-etude/schumann-op68-14-petite-etude.mid
Album pour la jeunesse - 16.Premier chagrin,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-16-premier-chagrin/schumann-op68-16-premier-chagrin.mid
Album pour la jeunesse - 18.Chant des moissonneurs,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-18-moissonneurs/schumann-op68-18-moissonneurs.mid
Album pour la jeunesse - 25.Echos du ThÃ©Ã¢tre,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-25-theater/schumann-op68-25-theater.mid
Album pour la jeunesse - 26. * * * * *,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-26-sans-titre/schumann-op68-26-sans-titre.mid
Album pour la jeunesse - 32.Sheherazade,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-32-sheherazade/schumann-op68-32-sheherazade.mid
Album pour la jeunesse - 36.Chant de marins italiens,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-36-chant-de-marins-italiens/schumann-op68-36-chant-de-marins-italiens.mid
Feuilles d'album - 16.,by R. Schumann (1810-1856),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SchumannR/O124/16-berceuse/16-berceuse-mids.zip
Prelude,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O11/Scriabin_prelude_op11no1/Scriabin_prelude_op11no1.mid
PrÃ©ludes opus 16 - 1.,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no1/scriabine-op16-no1.mid
PrÃ©ludes opus 16 - 2.,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no2/scriabine-op16-no2.mid
PrÃ©ludes opus 16 - 3.,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no3/scriabine-op16-no3.mid
PrÃ©ludes opus 16 - 4.,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no4/scriabine-op16-no4.mid
PrÃ©ludes opus 16 - 5.,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no5/scriabine-op16-no5.mid
Prelude,by A. Scriabin (1872-1915),for Piano,Romantic,http://www.mutopiaproject.org/ftp/ScriabinA/O59/prelude/prelude.mid
Miniature No.2,by A. Sidwell (1989-),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SidwellA/miniature-2/miniature-2.mid
In der Ferne,by F. Silcher (1789-1860),for Choir (SATB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/InderFerne/InderFerne.mid
In der Ferne,by F. Silcher (1789-1860),for Choir (TTBB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/InderFerneM/InderFerneM.mid
Die Soldatenbraut,by F. Silcher (1789-1860),for Choir (SATB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/Soldatenbraut/Soldatenbraut.mid
Ãnnchen von Tharau,by F. Silcher (1789-1860),for Choir (SATB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/Tharau/Tharau.mid
Untreue,by F. Silcher (1789-1860),for Choir (TTTB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/UntreueM/UntreueM.mid
Anke van Tharaw,by F. Silcher (1789-1860),for Voice (SATB),Romantic,http://www.mutopiaproject.org/ftp/SilcherF/anke/anke.mid
100 Etudes,by H. Sitt (1850-1922),for Violin,Romantic,http://www.mutopiaproject.org/ftp/SittH/O32/Hans_Sitt-100_Etudes_Op32-Book1/Hans_Sitt-100_Etudes_Op32-Book1-mids.zip
The Harebell,by W. Smallwood (1831-1897),for Piano,Romantic,http://www.mutopiaproject.org/ftp/SmallwoodW/the_harebell/the_harebell.mid
"12 Etudes, No. 1",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n01/sorf-op6n01.mid
"12 Etudes, No. 2",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n02/sorf-op6n02.mid
"12 Etudes, No. 3",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n03/sorf-op6n03.mid
"12 Etudes, No. 4",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n04/sorf-op6n04.mid
"12 Etudes, No. 5",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n05/sorf-op6n05.mid
"12 Etudes, No. 6",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n06/sorf-op6n06.mid
"12 Etudes, No. 7",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n07/sorf-op6n07.mid
"12 Etudes, No. 8",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n08/sorf-op6n08.mid
"12 Etudes, No. 9",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n09/sorf-op6n09.mid
"12 Etudes, No. 10",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n10/sorf-op6n10.mid
"12 Etudes, No. 11",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n11/sorf-op6n11.mid
"12 Etudes, No. 12",by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/O6/sorf-op6n12/sorf-op6n12.mid
Andantino,by F. Sor (1778-1839),for Guitar,Romantic,http://www.mutopiaproject.org/ftp/SorF/SorF_Andantino/SorF_Andantino.mid
Das Lied,by L. Spohr (1784-1859),for Choir (TTBB),Romantic,http://www.mutopiaproject.org/ftp/SpohrL/daslied/daslied.mid
