title,author,instruments,genre,link
Six sonates faciles pour le Piano Forte (V),by J. L. Dussek (1760-1812),for Piano,Classical,http://www.mutopiaproject.org/ftp/DussekJL/O46/Dussek_Op46_5/Dussek_Op46_5-mids.zip
Six sonates faciles pour le Piano Forte (VI),by J. L. Dussek (1760-1812),for Piano,Classical,http://www.mutopiaproject.org/ftp/DussekJL/O46/Dussek_Op46_6/Dussek_Op46_6-mids.zip
Here Halewijn sanc een liedekijn,by F. Van Duyse (1843-1910),for SATB and Harmonium,Classical,http://www.mutopiaproject.org/ftp/DuyseFv/vanduyse1/vanduyse1.mid
Het daghet in den Oosten,by F. Van Duyse (1843-1910),for SATB and Harmonium,Classical,http://www.mutopiaproject.org/ftp/DuyseFv/vanduyse2/vanduyse2.mid
Het wasser te nacht also soete nacht,by F. Van Duyse (1843-1910),for SATB and Harmonium,Classical,http://www.mutopiaproject.org/ftp/DuyseFv/vanduyse3/vanduyse3.mid
Er was een maegdetje zuiver en net,by F. Van Duyse (1843-1910),for Women's choir and Harmonium,Classical,http://www.mutopiaproject.org/ftp/DuyseFv/vanduyse4/vanduyse4.mid
Willen wy 't haesken jagen door de hei?,by F. Van Duyse (1843-1910),for Men's choir and Harmonium,Classical,http://www.mutopiaproject.org/ftp/DuyseFv/vanduyse6/vanduyse6.mid
Symphony Nr. 7,by A. DvoÅÃ¡k (1841-1904),for Orchestra,Classical,http://www.mutopiaproject.org/ftp/DvorakA/O70/DvorakSYMPH7/DvorakSYMPH7-mids.zip
Nocturne,by J. Field (1782-1837),for Piano,Classical,http://www.mutopiaproject.org/ftp/FieldJ/H37/Field_Nocturne_5/Field_Nocturne_5.mid
Ave Maria,by C. Franck (1822-1890),for Mezzo-soprano or Baryton and Organ,Classical,http://www.mutopiaproject.org/ftp/FranckC/FWV62/franck_ave_maria/franck_ave_maria-mids.zip
Duetto Ã  Due Mandolini (Gimo 147),by G. B. Gervasio (c.1725-c.1785),for 2 Mandolins,Classical,http://www.mutopiaproject.org/ftp/GervasioGB/gimo-147/gimo-147-mids.zip
Caro Mio Ben (Come Once Again),by G. Giordano (1748-1798),for Voice and Piano,Classical,http://www.mutopiaproject.org/ftp/GiordanoG/caromioben/caromioben.mid
Ãtude 1,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude1/Etude1.mid
Ãtude 2,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude2/Etude2.mid
Ãtude 3,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude3/Etude3.mid
Ãtude 4,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude4/Etude4.mid
Ãtude 5,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude5/Etude5.mid
Ãtude 6,by M. Giuliani (1781-1829),for Guitare,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/Etude6/Etude6.mid
"Etudes, No. 10",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O1/giuliani-op1n10/giuliani-op1n10.mid
Sonate Brilliant,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O15/giuliani-op15/giuliani-op15-mids.zip
Six Variations for Guitar,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O38/SixVariations/SixVariations-mids.zip
Opus 50 No. 1,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n01/giuliani-op50n01.mid
Opus 50 No. 2,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n02/giuliani-op50n02.mid
Opus 50 No. 3,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n03/giuliani-op50n03.mid
Opus 50 No. 4,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n04/giuliani-op50n04.mid
Opus 50 No. 5,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n05/giuliani-op50n05.mid
Opus 50 No. 6,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n06/giuliani-op50n06.mid
Opus 50 No. 7,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n07/giuliani-op50n07.mid
Opus 50 No. 8,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n08/giuliani-op50n08.mid
Opus 50 No. 9,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n09/giuliani-op50n09.mid
Opus 50 No. 10,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n10/giuliani-op50n10.mid
Opus 50 No. 11,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n11/giuliani-op50n11.mid
Opus 50 No. 12,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n12/giuliani-op50n12.mid
Opus 50 No. 13,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n13/giuliani-op50n13.mid
Opus 50 No. 14,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n14/giuliani-op50n14.mid
Opus 50 No. 15,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n15/giuliani-op50n15.mid
Opus 50 No. 16,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n16/giuliani-op50n16.mid
Opus 50 No. 17,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n17/giuliani-op50n17.mid
Opus 50 No. 18,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n18/giuliani-op50n18.mid
Opus 50 No. 19,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n19/giuliani-op50n19.mid
Opus 50 No. 20,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n20/giuliani-op50n20.mid
Opus 50 No. 21,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n21/giuliani-op50n21.mid
Opus 50 No. 22,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n22/giuliani-op50n22.mid
Opus 50 No. 23,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n23/giuliani-op50n23.mid
Opus 50 No. 24,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n24/giuliani-op50n24.mid
Opus 50 No. 25,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n25/giuliani-op50n25.mid
Opus 50 No. 26,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n26/giuliani-op50n26.mid
Opus 50 No. 27,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n27/giuliani-op50n27.mid
Opus 50 No. 28,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n28/giuliani-op50n28.mid
Opus 50 No. 29,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n29/giuliani-op50n29.mid
Opus 50 No. 30,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n30/giuliani-op50n30.mid
Opus 50 No. 31,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n31/giuliani-op50n31.mid
Opus 50 No. 32,by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O50/giuliani-op50n32/giuliani-op50n32.mid
"18 Progressive Lessons, No. 1",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-01/giuliani-o51-01.mid
"18 Progressive Lessons, No. 2",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-02/giuliani-o51-02.mid
"18 Progressive Lessons, No. 3",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-03/giuliani-o51-03.mid
"18 Progressive Lessons, No. 4",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-04/giuliani-o51-04.mid
"18 Progressive Lessons, No. 5",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-05/giuliani-o51-05.mid
"18 Progressive Lessons, No. 6",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-06/giuliani-o51-06.mid
"18 Progressive Lessons, No. 7",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-07/giuliani-o51-07.mid
"18 Progressive Lessons, No. 8",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-08/giuliani-o51-08.mid
"18 Progressive Lessons, No. 9",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-09/giuliani-o51-09.mid
"18 Progressive Lessons, No. 10",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O51/giuliani-o51-10/giuliani-o51-10.mid
"Divertissements, No. 1",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O78/giuliani-op78n01/giuliani-op78n01.mid
"Divertissements, No. 2",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O78/giuliani-op78n02/giuliani-op78n02.mid
"Divertissements, No. 3",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O78/giuliani-op78n03/giuliani-op78n03.mid
"Divertissements, No. 4",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O78/giuliani-op78n04/giuliani-op78n04.mid
"Divertissements, No. 5",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O78/giuliani-op78n05/giuliani-op78n05.mid
"24 Studies for the Guitar, No. 1",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No1/GiulianiOp100No1.mid
"24 Studies for the Guitar, No. 2",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No2/GiulianiOp100No2.mid
"24 Studies for the Guitar, No. 3",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No3/GiulianiOp100No3.mid
"24 Studies for the Guitar, No. 4",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No4/GiulianiOp100No4.mid
"24 Studies for the Guitar, No. 5",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No5/GiulianiOp100No5.mid
"24 Studies for the Guitar, No. 6",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No6/GiulianiOp100No6.mid
"24 Studies for the Guitar, No. 7",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No7/GiulianiOp100No7.mid
"24 Studies for the Guitar, No. 8",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No8/GiulianiOp100No8.mid
"24 Studies for the Guitar, No. 9",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No9/GiulianiOp100No9.mid
"24 Studies for the Guitar, No. 10",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No10/GiulianiOp100No10.mid
"24 Studies for the Guitar, No. 11",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No11/GiulianiOp100No11.mid
"24 Studies for the Guitar, No. 12",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No12/GiulianiOp100No12.mid
"24 Studies for the Guitar, No. 13",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No13/GiulianiOp100No13.mid
"24 Studies for the Guitar, No. 14",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No14/GiulianiOp100No14.mid
"24 Studies for the Guitar, No. 15",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No15/GiulianiOp100No15.mid
"24 Studies for the Guitar, No. 16",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No16/GiulianiOp100No16.mid
"24 Studies for the Guitar, No. 17",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No17/GiulianiOp100No17.mid
"24 Studies for the Guitar, No. 18",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No18/GiulianiOp100No18.mid
"24 Studies for the Guitar, No. 19",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No19/GiulianiOp100No19.mid
"24 Studies for the Guitar, No. 20",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No20/GiulianiOp100No20.mid
"24 Studies for the Guitar, No. 21",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No21/GiulianiOp100No21.mid
"24 Studies for the Guitar, No. 22",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No22/GiulianiOp100No22.mid
"24 Studies for the Guitar, No. 23",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No23/GiulianiOp100No23.mid
"24 Studies for the Guitar, No. 24",by M. Giuliani (1781-1829),for Guitar,Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O100/GiulianiOp100No24/GiulianiOp100No24.mid
Serenade op.127 nr.1: Maestoso,by M. Giuliani (1781-1829),"for Flute, Violin",Classical,http://www.mutopiaproject.org/ftp/GiulianiM/O127/giuliani_op127_1/giuliani_op127_1-mids.zip
Symphonie nÂ°2,by F.-J. Gossec (1734-1829),"for Orchestra: Oboe, Horn, Violin, Alto, Bass",Classical,http://www.mutopiaproject.org/ftp/GossecFJ/Gossec-Symphonie-mib/Gossec-Symphonie-mib-mids.zip
Symphonie nÂ°1,by F.-J. Gossec (1734-1829),"for Orchestra: Oboe, Horn, Violin, Alto, Bass",Classical,http://www.mutopiaproject.org/ftp/GossecFJ/Gossec-Symphonie-sib/Gossec-Symphonie-sib-mids.zip
In the Hall of the Mountain King,by E. Grieg (1843-1907),for Piano,Classical,http://www.mutopiaproject.org/ftp/GriegE/O46/Dans_l_antre_du_roi_de_la_montagne/Dans_l_antre_du_roi_de_la_montagne.mid
"Sonate I, I - Allegro con brio",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-i-allegro-con-brio/hob-xvi-27-i-allegro-con-brio.mid
"Sonate I, II - Menuetto",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-ii-menuet-trio/hob-xvi-27-ii-menuet-trio.mid
"Sonate I, III - Presto",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-iii-presto/hob-xvi-27-iii-presto.mid
"Sonate II, I - Allegro moderato",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-i-allegro-moderato/hob-xvi-28-i-allegro-moderato.mid
"Sonate II, II - Menuetto",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-ii-menuetto/hob-xvi-28-ii-menuetto.mid
"Sonate II, III - Presto",by F. J. Haydn (1732-1809),"for Harpsichord, Piano",Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-iii-presto/hob-xvi-28-iii-presto.mid
String Quartet in B-flat major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O1/op1_1/op1_1-mids.zip
String Quartet in E-flat major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O1/op1_2/op1_2-mids.zip
String Quartet in D major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O1/op1_3/op1_3-mids.zip
String Quartet in G major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O1/op1_4/op1_4.mid
String Quartet in G major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n1/op76-n1-mids.zip
String Quartet in D minor,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n2/op76-n2-mids.zip
String Quartet in C major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n3/op76-n3-mids.zip
String Quartet in B-flat major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n4/op76-n4-mids.zip
String Quartet in D major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n5/op76-n5-mids.zip
String Quartet in E-flat major,by F. J. Haydn (1732-1809),for String Quartet,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/O76/op76-n6/op76-n6-mids.zip
Air (Raphael),by F. J. Haydn (1732-1809),for Voice (Bass) and piano,Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/creation/part-II-aria-raphael/part-II-aria-raphael.mid
Tantum Ergo Sacramentum,by F. J. Haydn (1732-1809),for Voice (SATB),Classical,http://www.mutopiaproject.org/ftp/HaydnFJ/tantum_ergo/tantum_ergo.mid
Gravsang af Shakespeare's Cymbeline,by P. Heise (1830-1879),for Male choir TTBB,Classical,http://www.mutopiaproject.org/ftp/HeiseP/Heise-Gravsang/Heise-Gravsang.mid
Terzetto,by G. T. Holst (1874-1934),"for Flute, Oboe, Viola",Classical,http://www.mutopiaproject.org/ftp/HolstGT/H158/terzetto/terzetto-mids.zip
NÂº. 1. March by Rossini.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky1/horetzky1.mid
NÂº. 2. Russian Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky2/horetzky2.mid
NÂº. 3. Andante by Beethoven.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky3/horetzky3.mid
NÂº. 4. The Last Rose of Summer.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky4/horetzky4.mid
NÂº. 5. French Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky5/horetzky5.mid
NÂº. 6. Un Noel.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky6/horetzky6.mid
NÂº. 7. Le Petit Tambour.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky7/horetzky7.mid
NÂº. 8. Russian Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky8/horetzky8.mid
NÂº. 9. Polish National Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky9/horetzky9.mid
NÂº. 10. Untitled.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky10/horetzky10.mid
NÂº. 11. German Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky11/horetzky11.mid
NÂº. 12. Russian Hymn.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky12/horetzky12.mid
"NÂº. 13. John Anderson, My Jo.",by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky13/horetzky13.mid
NÂº. 14. Tyrolian Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky14/horetzky14.mid
NÂº. 15. Danish Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky15/horetzky15.mid
NÂº. 16. Cherubini's Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky16/horetzky16.mid
NÂº. 17. Polish Hymn.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky17/horetzky17.mid
NÂº. 18. Kelvin Grove.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky18/horetzky18.mid
NÂº. 19. Podolian Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky19/horetzky19.mid
NÂº. 20. Fra Tante Angoscie.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky20/horetzky20.mid
NÂº. 21. Au Clair De la Lune.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky21/horetzky21.mid
NÂº. 22. Dutch Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky22/horetzky22.mid
NÂº. 23. Portuguese Hymn.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky23/horetzky23.mid
NÂº. 24. Air by Gelinek.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky24/horetzky24.mid
NÂº. 25. Pyrenese Melody.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky25/horetzky25.mid
NÂº. 26. Polish Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky26/horetzky26.mid
NÂº. 27. Scotch Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky27/horetzky27.mid
NÂº. 28. Pleyel's Hymn.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky28/horetzky28.mid
NÂº. 29. Scotch Air. âDonald.â,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky29/horetzky29.mid
NÂº. 30. Sicilian Mariner's Hymn,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky30/horetzky30.mid
NÂº. 31. Auld Lang Syne.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky31/horetzky31.mid
NÂº. 32. German Air.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky32/horetzky32.mid
NÂº. 33. Scots Wha Hae Wi' Wallace Bled.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky33/horetzky33.mid
NÂº. 34. Vive Henri Quatre.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky34/horetzky34.mid
NÂº. 35. Air from the Ballet of Nina.,by F. Horetzky (1796-1870),for Classical Guitar,Classical,http://www.mutopiaproject.org/ftp/HoretzkyF/horetzky35/horetzky35.mid
